"NR_ZDARZENIA";"KATEGORIA";"DATA_UTWORZENIA";"DZIELNICA";"ULICA"
317296,00;"Komunalne";"2013-01-03 10:01:22";"BIELANY";"WOJCIECHA  BOGUSŁAWSKIEGO"
317297,00;"Postój/zatrzymanie";"2013-01-03 10:01:30";"PRAGA PÓŁNOC";"OTWOCKA"
317298,00;"Postój/zatrzymanie";"2013-01-03 10:02:53";"BIELANY";"PODLEŚNA"
317301,00;"Postój/zatrzymanie";"2013-01-03 10:04:41";"WŁOCHY";"FRANCISZKA  HYNKA"
317303,00;"Komunalne";"2013-01-03 10:06:38";"PRAGA POŁUDNIE";"KUTNOWSKA"
317304,00;"Komunalne";"2013-01-03 10:07:17";"BIAŁOŁĘKA";"POMORSKA"
317305,00;"Komunalne";"2013-01-03 10:08:20";"BIELANY";"WOJCIECHA  BOGUSŁAWSKIEGO"
317307,00;"Holowanie";"2013-01-03 10:11:15";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
317307,00;"Postój/zatrzymanie";"2013-01-03 10:11:15";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
317314,00;"Holowanie";"2013-01-03 10:15:51";"ŚRÓDMIEŚCIE";"MARIAŃSKA"
317314,00;"Postój/zatrzymanie";"2013-01-03 10:15:51";"ŚRÓDMIEŚCIE";"MARIAŃSKA"
317315,00;"Postój/zatrzymanie";"2013-01-03 10:16:16";"WOLA";"MARCINA  KASPRZAKA"
317316,00;"Komunalne";"2013-01-03 10:18:13";"MOKOTÓW";"ŚW. BONIFACEGO"
317317,00;"Postój/zatrzymanie";"2013-01-03 10:19:28";"WOLA";"DZIELNA"
317319,00;"Handel";"2013-01-03 10:21:04";"BIELANY";"WŁADYSŁAWA  BRONIEWSKIEGO"
317321,00;"Postój/zatrzymanie";"2013-01-03 10:23:28";"ŻOLIBORZ";"POTOCKA"
317324,00;"Postój/zatrzymanie";"2013-01-03 10:25:40";"MOKOTÓW";"KORSYKAŃSKA"
317325,00;"Postój/zatrzymanie";"2013-01-03 10:26:03";"URSYNÓW";"PASAŻ URSYNOWSKI"
317326,00;"Zdrowie";"2013-01-03 10:26:57";"BIELANY";"JOSEPHA  CONRADA"
317327,00;"Holowanie";"2013-01-03 10:27:10";"MOKOTÓW";"DOMANIEWSKA"
317327,00;"Postój/zatrzymanie";"2013-01-03 10:27:10";"MOKOTÓW";"DOMANIEWSKA"
317328,00;"Postój/zatrzymanie";"2013-01-03 10:28:45";"ŚRÓDMIEŚCIE";"POKORNA"
317329,00;"Holowanie";"2013-01-03 10:29:45";"MOKOTÓW";"WIŚNIOWA"
317329,00;"Postój/zatrzymanie";"2013-01-03 10:29:45";"MOKOTÓW";"WIŚNIOWA"
317331,00;"Komunalne";"2013-01-03 10:31:09";"MOKOTÓW";"OBRZEŻNA"
317333,00;"Postój/zatrzymanie";"2013-01-03 10:31:41";"OCHOTA";"ADOLFA  PAWIŃSKIEGO"
317334,00;"Holowanie";"2013-01-03 10:31:57";"ŚRÓDMIEŚCIE";"DZIKA"
317334,00;"Postój/zatrzymanie";"2013-01-03 10:31:57";"ŚRÓDMIEŚCIE";"DZIKA"
317336,00;"Awarie";"2013-01-03 10:32:14";"BIELANY";"JANA  KASPROWICZA"
317338,00;"Awarie";"2013-01-03 10:33:29";"PRAGA PÓŁNOC";"WYBRZEŻE HELSKIE"
317341,00;"Komunalne";"2013-01-03 10:35:09";"BIELANY";"JOSEPHA  CONRADA"
317342,00;"Postój/zatrzymanie";"2013-01-03 10:35:56";"WOLA";"ŻYTNIA"
317343,00;"Holowanie";"2013-01-03 10:36:31";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
317343,00;"Postój/zatrzymanie";"2013-01-03 10:36:31";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
317344,00;"Postój/zatrzymanie";"2013-01-03 10:36:39";"PRAGA POŁUDNIE";"ŚWIĘTOSŁAWSKA"
317345,00;"Komunalne";"2013-01-03 10:36:58";"ŚRÓDMIEŚCIE";"PIWNA"
317348,00;"Postój/zatrzymanie";"2013-01-03 10:39:06";"OCHOTA";"POWSTAŃCÓW WIELKOPOLSKICH"
317351,00;"Postój/zatrzymanie";"2013-01-03 10:41:29";"ŚRÓDMIEŚCIE";"JÓZEFA  LEWARTOWSKIEGO"
317354,00;"Handel";"2013-01-03 10:43:28";"PRAGA POŁUDNIE";"GROCHOWSKA"
317355,00;"Postój/zatrzymanie";"2013-01-03 10:43:30";"OCHOTA";"ALEJE JEROZOLIMSKIE"
317361,00;"Postój/zatrzymanie";"2013-01-03 10:45:38";"ŻOLIBORZ";"JANA  JEZIORAŃSKIEGO"
317363,00;"Postój/zatrzymanie";"2013-01-03 10:47:52";"BIAŁOŁĘKA";"ODKRYTA"
317364,00;"Komunalne";"2013-01-03 10:49:36";"PRAGA POŁUDNIE";"CHODAKOWSKA"
317365,00;"Komunalne";"2013-01-03 10:49:39";"BIELANY";"JANA  KASPROWICZA"
317366,00;"Postój/zatrzymanie";"2013-01-03 10:50:55";"MOKOTÓW";"WIŚNIOWA"
317367,00;"Postój/zatrzymanie";"2013-01-03 10:51:02";"URSYNÓW";"STEFANA  SZOLC-ROGOZIŃSKIEGO"
317368,00;"Komunalne";"2013-01-03 10:54:16";"TARGÓWEK";"RZEPICHY"
317370,00;"Komunalne";"2013-01-03 10:55:45";"ŻOLIBORZ";"KS. ZYGMUNTA TRÓSZYŃSKIEGO"
317371,00;"Zdrowie";"2013-01-03 10:56:31";"ŻOLIBORZ";"AL. WOJSKA POLSKIEGO"
317372,00;"Komunalne";"2013-01-03 10:56:53";"WAWER";"SOBIERAJSKA"
317375,00;"Komunalne";"2013-01-03 10:58:42";"PRAGA POŁUDNIE";"LUBELSKA"
317377,00;"Komunikacja";"2013-01-03 10:59:57";"BIELANY";"WÓLCZYŃSKA"
317379,00;"Holowanie";"2013-01-03 11:01:36";"OCHOTA";"AL. NIEPODLEGŁOŚCI"
317379,00;"Postój/zatrzymanie";"2013-01-03 11:01:36";"OCHOTA";"AL. NIEPODLEGŁOŚCI"
317380,00;"Komunalne";"2013-01-03 11:01:43";"WILANÓW";"ŁUKASZA  DREWNY"
317382,00;"Postój/zatrzymanie";"2013-01-03 11:03:24";"WAWER";"BURSZTYNOWA"
317384,00;"Holowanie";"2013-01-03 11:04:08";"MOKOTÓW";"WOŁOSKA"
317384,00;"Postój/zatrzymanie";"2013-01-03 11:04:08";"MOKOTÓW";"WOŁOSKA"
317385,00;"Postój/zatrzymanie";"2013-01-03 11:05:34";"ŚRÓDMIEŚCIE";"CZERWONEGO KRZYŻA"
317386,00;"Komunalne";"2013-01-03 11:05:58";"REMBERTÓW";"BELLONY"
317387,00;"Holowanie";"2013-01-03 11:06:04";"MOKOTÓW";"POSTĘPU"
317387,00;"Postój/zatrzymanie";"2013-01-03 11:06:04";"MOKOTÓW";"POSTĘPU"
317389,00;"Komunalne";"2013-01-03 11:07:42";"WŁOCHY";"GŁADKA"
317391,00;"Postój/zatrzymanie";"2013-01-03 11:08:00";"MOKOTÓW";"SANDOMIERSKA"
317392,00;"Spożywanie alkoholu";"2013-01-03 11:08:39";"MOKOTÓW";"PUŁAWSKA"
317392,00;"Zdrowie";"2013-01-03 11:08:39";"MOKOTÓW";"PUŁAWSKA"
317393,00;"Komunalne";"2013-01-03 11:10:04";"WAWER";"KRÓLA KAZIMIERZA"
317394,00;"Komunalne";"2013-01-03 11:11:18";"WAWER";"HOMERA"
317395,00;"Postój/zatrzymanie";"2013-01-03 11:13:06";"WOLA";"LUDWIKI"
317396,00;"Postój/zatrzymanie";"2013-01-03 11:13:12";"PRAGA POŁUDNIE";"FRANCUSKA"
317398,00;"Awarie";"2013-01-03 11:13:33";"TARGÓWEK";"OLIWSKA"
317400,00;"Postój/zatrzymanie";"2013-01-03 11:14:24";"PRAGA POŁUDNIE";"GEN. AUGUSTA EMILA FIELDORFA"
317403,00;"Postój/zatrzymanie";"2013-01-03 11:15:13";"MOKOTÓW";"RÓŻANA"
317404,00;"Handel";"2013-01-03 11:16:13";"MOKOTÓW";"PUŁAWSKA"
317408,00;"Postój/zatrzymanie";"2013-01-03 11:18:06";"PRAGA PÓŁNOC";"PL. GEN. JÓZEFA HALLERA"
317413,00;"Postój/zatrzymanie";"2013-01-03 11:19:52";"ŚRÓDMIEŚCIE";"DOBRA"
317414,00;"Holowanie";"2013-01-03 11:20:37";"MOKOTÓW";"RAKOWIECKA"
317414,00;"Postój/zatrzymanie";"2013-01-03 11:20:37";"MOKOTÓW";"RAKOWIECKA"
317415,00;"Komunalne";"2013-01-03 11:20:47";"PRAGA POŁUDNIE";"AL. ZIELENIECKA"
317416,00;"Komunalne";"2013-01-03 11:21:01";"BIELANY";"WŁADYSŁAWA  BRONIEWSKIEGO"
317417,00;"Awarie";"2013-01-03 11:21:55";"ŻOLIBORZ";"GDAŃSKA"
317418,00;"Postój/zatrzymanie";"2013-01-03 11:23:12";"URSYNÓW";"AL. KOMISJI EDUKACJI NARODOWEJ"
317419,00;"Nieletni";"2013-01-03 11:23:26";"BIELANY";"LEOPOLDA  STAFFA"
317420,00;"Postój/zatrzymanie";"2013-01-03 11:23:54";"PRAGA POŁUDNIE";"ŻUPNICZA"
317423,00;"Postój/zatrzymanie";"2013-01-03 11:27:21";"BEMOWO";"OKRĘTOWA"
317424,00;"Komunikacja";"2013-01-03 11:27:47";"ŚRÓDMIEŚCIE";"AL. JANA PAWŁA II"
317426,00;"Postój/zatrzymanie";"2013-01-03 11:28:36";"PRAGA POŁUDNIE";"DOBROWOJA"
317427,00;"Postój/zatrzymanie";"2013-01-03 11:29:13";"WAWER";"TĘCZOWA"
317428,00;"Komunalne";"2013-01-03 11:29:24";"WŁOCHY";"17 STYCZNIA"
317429,00;"Postój/zatrzymanie";"2013-01-03 11:30:06";"OCHOTA";"MOŁDAWSKA"
317431,00;"Postój/zatrzymanie";"2013-01-03 11:30:52";"OCHOTA";"PROF. HENRYKA MIERZEJEWSKIEGO"
317433,00;"Postój/zatrzymanie";"2013-01-03 11:31:25";"ŚRÓDMIEŚCIE";"SOLEC"
317436,00;"Postój/zatrzymanie";"2013-01-03 11:34:48";"ŚRÓDMIEŚCIE";"LUDWIKA  ZAMENHOFA"
317437,00;"Postój/zatrzymanie";"2013-01-03 11:36:38";"OCHOTA";"JANKOWSKA"
317438,00;"Postój/zatrzymanie";"2013-01-03 11:37:27";"MOKOTÓW";"PORY"
317440,00;"Holowanie";"2013-01-03 11:37:35";"MOKOTÓW";"WIŚNIOWA"
317440,00;"Postój/zatrzymanie";"2013-01-03 11:37:35";"MOKOTÓW";"WIŚNIOWA"
317442,00;"Holowanie";"2013-01-03 11:39:29";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
317442,00;"Postój/zatrzymanie";"2013-01-03 11:39:29";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
317445,00;"Postój/zatrzymanie";"2013-01-03 11:40:38";"ŻOLIBORZ";"STEFANA  CZARNIECKIEGO"
317448,00;"Postój/zatrzymanie";"2013-01-03 11:41:49";"MOKOTÓW";"ŚW. SZCZEPANA"
317449,00;"Holowanie";"2013-01-03 11:41:59";"ŚRÓDMIEŚCIE";"MARIAŃSKA"
317449,00;"Postój/zatrzymanie";"2013-01-03 11:41:59";"ŚRÓDMIEŚCIE";"MARIAŃSKA"
317453,00;"Postój/zatrzymanie";"2013-01-03 11:45:54";"MOKOTÓW";"MELSZTYŃSKA"
317456,00;"Postój/zatrzymanie";"2013-01-03 11:48:35";"ŚRÓDMIEŚCIE";"NOWOGRODZKA"
317458,00;"Postój/zatrzymanie";"2013-01-03 11:50:38";"MOKOTÓW";"TAŚMOWA"
317461,00;"Postój/zatrzymanie";"2013-01-03 11:51:52";"PRAGA PÓŁNOC";"STALOWA"
317462,00;"Postój/zatrzymanie";"2013-01-03 11:52:22";"ŚRÓDMIEŚCIE";"ŚW. BARBARY"
317465,00;"Awarie";"2013-01-03 11:54:50";"REMBERTÓW";"AL. GEN. ANTONIEGO CHRUŚCIELA ""MONTERA"""
317467,00;"Komunalne";"2013-01-03 11:57:21";"REMBERTÓW";"PŁATNERSKA"
317469,00;"Komunalne";"2013-01-03 11:58:35";"WAWER";"ZORZY"
317470,00;"Komunalne";"2013-01-03 11:58:42";"REMBERTÓW";"ZYGMUNTA III"
317472,00;"Postój/zatrzymanie";"2013-01-03 12:04:11";"MOKOTÓW";"MELSZTYŃSKA"
317473,00;"Nieletni";"2013-01-03 12:04:15";"BIELANY";"LEOPOLDA  STAFFA"
317475,00;"Holowanie";"2013-01-03 12:04:39";"MOKOTÓW";"WYNALAZEK"
317475,00;"Postój/zatrzymanie";"2013-01-03 12:04:39";"MOKOTÓW";"WYNALAZEK"
317479,00;"Komunalne";"2013-01-03 12:09:03";"PRAGA POŁUDNIE";"ZWYCIĘZCÓW"
317481,00;"Postój/zatrzymanie";"2013-01-03 12:10:32";"ŚRÓDMIEŚCIE";"CHMIELNA"
317482,00;"Holowanie";"2013-01-03 12:13:00";"MOKOTÓW";"POSTĘPU"
317482,00;"Postój/zatrzymanie";"2013-01-03 12:13:00";"MOKOTÓW";"POSTĘPU"
317487,00;"Postój/zatrzymanie";"2013-01-03 12:17:35";"WOLA";"DZIELNA"
317488,00;"Postój/zatrzymanie";"2013-01-03 12:17:48";"ŚRÓDMIEŚCIE";"PODWALE"
317492,00;"Zdrowie";"2013-01-03 12:20:51";"BEMOWO";"RAGINISA WŁADYSŁAWA"
317495,00;"Holowanie";"2013-01-03 12:23:26";"ŚRÓDMIEŚCIE";"PL. GRZYBOWSKI"
317495,00;"Postój/zatrzymanie";"2013-01-03 12:23:26";"ŚRÓDMIEŚCIE";"PL. GRZYBOWSKI"
317497,00;"Komunalne";"2013-01-03 12:24:17";"ŻOLIBORZ";"AL. WOJSKA POLSKIEGO"
317498,00;"Postój/zatrzymanie";"2013-01-03 12:24:34";"WOLA";"SZARYCH SZEREGÓW"
317499,00;"Awarie";"2013-01-03 12:25:57";"ŻOLIBORZ";"JULIUSZA  SŁOWACKIEGO"
317501,00;"Holowanie";"2013-01-03 12:26:41";"MOKOTÓW";"POSTĘPU"
317501,00;"Postój/zatrzymanie";"2013-01-03 12:26:41";"MOKOTÓW";"POSTĘPU"
317502,00;"Komunalne";"2013-01-03 12:26:57";"ŻOLIBORZ";"JULIUSZA  SŁOWACKIEGO"
317503,00;"Komunalne";"2013-01-03 12:27:43";"TARGÓWEK";"RZEPICHY"
317504,00;"Komunalne";"2013-01-03 12:28:04";"ŻOLIBORZ";"POTOCKA"
317505,00;"Komunalne";"2013-01-03 12:29:03";"ŻOLIBORZ";"ADAMA  MICKIEWICZA"
317506,00;"Postój/zatrzymanie";"2013-01-03 12:29:05";"ŚRÓDMIEŚCIE";"DZIELNA"
317507,00;"Postój/zatrzymanie";"2013-01-03 12:29:27";"ŚRÓDMIEŚCIE";"OKRĄG"
317509,00;"Postój/zatrzymanie";"2013-01-03 12:30:34";"ŚRÓDMIEŚCIE";"KRAKOWSKIE PRZEDMIEŚCIE"
317510,00;"Postój/zatrzymanie";"2013-01-03 12:30:35";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
317512,00;"Komunalne";"2013-01-03 12:34:20";"ŚRÓDMIEŚCIE";"INFLANCKA"
317513,00;"Komunalne";"2013-01-03 12:35:11";"ŚRÓDMIEŚCIE";"PODWALE"
317515,00;"Zdrowie";"2013-01-03 12:37:03";"PRAGA POŁUDNIE";"JAKUBOWSKA"
317516,00;"Awarie";"2013-01-03 12:37:57";"URSYNÓW";"TANECZNA"
317517,00;"Komunalne";"2013-01-03 12:38:08";"OCHOTA";"WAWELSKA"
317519,00;"Postój/zatrzymanie";"2013-01-03 12:39:17";"ŚRÓDMIEŚCIE";"ROZBRAT"
317522,00;"Zwierzęta";"2013-01-03 12:39:54";"BIELANY";"WŁADYSŁAWA  BRONIEWSKIEGO"
317523,00;"Holowanie";"2013-01-03 12:39:57";"OCHOTA";"AL. NIEPODLEGŁOŚCI"
317523,00;"Postój/zatrzymanie";"2013-01-03 12:39:57";"OCHOTA";"AL. NIEPODLEGŁOŚCI"
317525,00;"Postój/zatrzymanie";"2013-01-03 12:41:12";"ŚRÓDMIEŚCIE";"KOSZYKOWA"
317527,00;"Holowanie";"2013-01-03 12:43:38";"MOKOTÓW";"POSTĘPU"
317527,00;"Postój/zatrzymanie";"2013-01-03 12:43:38";"MOKOTÓW";"POSTĘPU"
317528,00;"Komunalne";"2013-01-03 12:45:47";"OCHOTA";"WAWELSKA"
