"NR_ZDARZENIA";"KATEGORIA";"DATA_UTWORZENIA";"DZIELNICA";"ULICA"
316191,00;"Komunalne";"2013-01-02 09:16:11";"URSYNÓW";"AL. KOMISJI EDUKACJI NARODOWEJ"
316192,00;"Komunalne";"2013-01-02 09:19:35";"URSUS";"OBROŃCÓW HELU"
316193,00;"Zwierzęta";"2013-01-02 09:19:50";"BEMOWO";"WROCŁAWSKA"
316194,00;"Postój/zatrzymanie";"2013-01-02 09:20:15";"WOLA";"OGRODOWA"
316196,00;"Postój/zatrzymanie";"2013-01-02 09:22:15";"ŚRÓDMIEŚCIE";"AL. SOLIDARNOŚCI"
316200,00;"Komunalne";"2013-01-02 09:27:25";"ŻOLIBORZ";"WŁOŚCIAŃSKA"
316201,00;"Postój/zatrzymanie";"2013-01-02 09:27:40";"WILANÓW";"FRANCISZKA  KLIMCZAKA"
316203,00;"Postój/zatrzymanie";"2013-01-02 09:28:00";"TARGÓWEK";"KRASICZYŃSKA"
316204,00;"Komunalne";"2013-01-02 09:28:17";"WOLA";"WOLSKA"
316206,00;"Komunalne";"2013-01-02 09:33:12";"BIAŁOŁĘKA";"ŚWIATOWIDA"
316207,00;"Postój/zatrzymanie";"2013-01-02 09:33:31";"ŚRÓDMIEŚCIE";"LEONA  SCHILLERA"
316208,00;"Komunalne";"2013-01-02 09:33:48";"ŚRÓDMIEŚCIE";"FRANCISZKAŃSKA"
316209,00;"Zdrowie";"2013-01-02 09:34:30";"BIELANY";"WŁADYSŁAWA  BRONIEWSKIEGO"
316211,00;"Komunalne";"2013-01-02 09:35:21";"PRAGA POŁUDNIE";"GROCHOWSKA"
316214,00;"Awarie";"2013-01-02 09:37:00";"URSUS";"WALEREGO  SŁAWKA"
316215,00;"Komunalne";"2013-01-02 09:37:28";"PRAGA POŁUDNIE";"BUDRYSÓW"
316218,00;"Zdrowie";"2013-01-02 09:40:39";"URSUS";"MARIANA  KENIGA"
316223,00;"Postój/zatrzymanie";"2013-01-02 09:42:35";"ŚRÓDMIEŚCIE";"KOSZYKOWA"
316224,00;"Zdrowie";"2013-01-02 09:42:38";"ŚRÓDMIEŚCIE";"PL. DEFILAD"
316225,00;"Komunalne";"2013-01-02 09:43:37";"BIELANY";"DEWAJTIS"
316226,00;"Postój/zatrzymanie";"2013-01-02 09:44:02";"TARGÓWEK";"TURMONCKA"
316227,00;"Awarie";"2013-01-02 09:44:05";"WOLA";"BIAŁOWIEJSKA"
316232,00;"Komunalne";"2013-01-02 09:50:28";"OCHOTA";"WOLNEJ WSZECHNICY"
316233,00;"Postój/zatrzymanie";"2013-01-02 09:51:03";"BEMOWO";"JANA OLBRACHTA"
316235,00;"Komunalne";"2013-01-02 09:51:26";"BIELANY";"PRZY AGORZE"
316237,00;"Postój/zatrzymanie";"2013-01-02 09:51:29";"OCHOTA";"ALEJE JEROZOLIMSKIE"
316238,00;"Postój/zatrzymanie";"2013-01-02 09:51:44";"TARGÓWEK";"TURMONCKA"
316239,00;"Holowanie";"2013-01-02 09:52:54";"MOKOTÓW";"WYNALAZEK"
316239,00;"Postój/zatrzymanie";"2013-01-02 09:52:54";"MOKOTÓW";"WYNALAZEK"
316240,00;"Komunalne";"2013-01-02 09:53:00";"BIELANY";"SKALBMIERSKA"
316241,00;"Komunalne";"2013-01-02 09:55:10";"BIELANY";"WRZECIONO"
316242,00;"Postój/zatrzymanie";"2013-01-02 09:55:26";"WOLA";"SMOCZA"
316245,00;"Postój/zatrzymanie";"2013-01-02 10:00:09";"PRAGA POŁUDNIE";"MIŃSKA"
316246,00;"Komunalne";"2013-01-02 10:00:27";"BIELANY";"RENESANSOWA"
316248,00;"Komunalne";"2013-01-02 10:02:15";"BIELANY";"TADEUSZA  GAJCEGO"
316249,00;"Komunalne";"2013-01-02 10:04:43";"BIELANY";"PRZYTYK"
316251,00;"Postój/zatrzymanie";"2013-01-02 10:06:18";"TARGÓWEK";"WYBRAŃSKA"
316252,00;"Postój/zatrzymanie";"2013-01-02 10:06:20";"WESOŁA";"1 PRASKIEGO PUŁKU  (W)"
316254,00;"Komunalne";"2013-01-02 10:07:38";"BIELANY";"AL. WŁADYSŁAWA STANISŁAWA  REYMONTA"
316256,00;"Komunalne";"2013-01-02 10:08:33";"WAWER";"KRÓLA  MACIUSIA"
316258,00;"Holowanie";"2013-01-02 10:09:59";"PRAGA POŁUDNIE";"GARWOLIŃSKA"
316258,00;"Postój/zatrzymanie";"2013-01-02 10:09:59";"PRAGA POŁUDNIE";"GARWOLIŃSKA"
316260,00;"Postój/zatrzymanie";"2013-01-02 10:11:04";"BIELANY";"ARKUSZOWA"
316262,00;"Komunalne";"2013-01-02 10:12:04";"BIELANY";"AL. ZJEDNOCZENIA"
316264,00;"Postój/zatrzymanie";"2013-01-02 10:13:18";"ŚRÓDMIEŚCIE";"WIDOK"
316268,00;"Komunalne";"2013-01-02 10:14:45";"WOLA";"PŁOCKA"
316270,00;"Nieletni";"2013-01-02 10:15:10";"ŻOLIBORZ";"WŁADYSŁAWA  BRONIEWSKIEGO"
316273,00;"Komunalne";"2013-01-02 10:18:26";"MOKOTÓW";"BELWEDERSKA"
316275,00;"Zdrowie";"2013-01-02 10:21:44";"ŻOLIBORZ";"WŁADYSŁAWA  BRONIEWSKIEGO"
316276,00;"Holowanie";"2013-01-02 10:22:00";"MOKOTÓW";"WYNALAZEK"
316276,00;"Postój/zatrzymanie";"2013-01-02 10:22:00";"MOKOTÓW";"WYNALAZEK"
316277,00;"Komunalne";"2013-01-02 10:22:28";"BIELANY";"ASPEKT"
316278,00;"Komunalne";"2013-01-02 10:23:25";"BIELANY";"HANSA CHRISTIANA  ANDERSENA"
316279,00;"Komunalne";"2013-01-02 10:24:03";"URSYNÓW";"KABACKI DUKT"
316281,00;"Zdrowie";"2013-01-02 10:25:49";"BIELANY";"JANA  KASPROWICZA"
316282,00;"Postój/zatrzymanie";"2013-01-02 10:25:59";"MOKOTÓW";"SUWAK"
316283,00;"Zdrowie";"2013-01-02 10:26:01";"MOKOTÓW";"ARTURA  GROTTGERA"
316285,00;"Postój/zatrzymanie";"2013-01-02 10:30:05";"MOKOTÓW";"TAŚMOWA"
316287,00;"Nieletni";"2013-01-02 10:31:25";"ŚRÓDMIEŚCIE";"ZŁOTA"
316288,00;"Postój/zatrzymanie";"2013-01-02 10:32:19";"PRAGA POŁUDNIE";"MIĘDZYBORSKA"
316289,00;"Komunalne";"2013-01-02 10:33:17";"ŚRÓDMIEŚCIE";"PODWALE"
316290,00;"Komunalne";"2013-01-02 10:33:26";"WŁOCHY";"RĘKODZIELNICZA"
316293,00;"Zdrowie";"2013-01-02 10:35:07";"TARGÓWEK";"WŁADYSŁAWA  SYROKOMLI"
316294,00;"Postój/zatrzymanie";"2013-01-02 10:35:14";"ŚRÓDMIEŚCIE";"SŁUŻEWSKA"
316295,00;"Komunalne";"2013-01-02 10:35:48";"WAWER";"ALPEJSKA"
316297,00;"Holowanie";"2013-01-02 10:38:39";"ŚRÓDMIEŚCIE";"STAWKI"
316297,00;"Postój/zatrzymanie";"2013-01-02 10:38:39";"ŚRÓDMIEŚCIE";"STAWKI"
316298,00;"Postój/zatrzymanie";"2013-01-02 10:39:16";"WOLA";"KROCHMALNA"
316302,00;"Komunalne";"2013-01-02 10:40:09";"MOKOTÓW";"ARTURA  GROTTGERA"
316303,00;"Postój/zatrzymanie";"2013-01-02 10:42:31";"ŚRÓDMIEŚCIE";"LITEWSKA"
316305,00;"Komunalne";"2013-01-02 10:44:19";"WŁOCHY";"POPULARNA"
316309,00;"Komunalne";"2013-01-02 10:46:41";"WŁOCHY";"KS. JULIANA  CHROŚCICKIEGO"
316310,00;"Postój/zatrzymanie";"2013-01-02 10:48:00";"OCHOTA";"STEFANA  BANACHA"
316312,00;"Holowanie";"2013-01-02 10:48:36";"TARGÓWEK";"BAZYLIAŃSKA"
316317,00;"Holowanie";"2013-01-02 10:50:47";"TARGÓWEK";"BAZYLIAŃSKA"
316319,00;"Zdrowie";"2013-01-02 10:51:51";"URSYNÓW";"LEONIDA  TELIGI"
316323,00;"Holowanie";"2013-01-02 10:55:18";"WOLA";"ŁUCKA"
316323,00;"Postój/zatrzymanie";"2013-01-02 10:55:18";"WOLA";"ŁUCKA"
316324,00;"Postój/zatrzymanie";"2013-01-02 10:56:22";"ŚRÓDMIEŚCIE";"AL. SOLIDARNOŚCI"
316329,00;"Postój/zatrzymanie";"2013-01-02 10:59:20";"WOLA";"GÓRCZEWSKA"
316330,00;"Komunalne";"2013-01-02 10:59:22";"PRAGA POŁUDNIE";"GROSZOWICKA"
316334,00;"Komunalne";"2013-01-02 11:04:17";"MOKOTÓW";"BELWEDERSKA"
